c	Title	Release	Applicability	Applicability Limitations	Status	Specific PICS Statements	Supported	
14.18.7a	Incremental redundancy performance	Rel-7	All EGPRS2A MS		C487			
14.18.8.1	DARP Ph1 EGPRS tests / DTS-1	R99	All EGPRS MS supporting DARP phase 1 (NOTE 2)	R13	C364			
14.18.8.1a	DARP Ph1 EGPRS tests / DTS-1 in TIGHTER configuration	Rel-10	MS supporting DARP phase 1 and Tighter		C560			
14.18.8.2	DARP Ph1 EGPRS tests / DTS-2 / DTS-3	R99	All EGPRS MS supporting DARP phase 1 (NOTE 2)	R13	C364			
14.18.8.2a	DARP Ph1 EGPRS tests / DTS-2 / DTS-3 in TIGHTER configuration	Rel-10	MS supporting DARP phase 1 and Tighter		C560			
14.18.9.1	DARP Phase II EGPRS tests / DTS-1	Rel-7	All EGPRS MS supporting DARP phase II		C449			
14.18.9.2	DARP Phase II EGPRS tests / DTS-1b	Rel-7	All EGPRS MS supporting DARP phase II		C449			
14.18.9.3	DARP Phase II EGPRS tests / DTS-2 / DTS-5	Rel-7	All EGPRS MS supporting DARP phase II		C449			
14.18.10.1	Minimum Input level for Reference Performance for PAN	Rel-7	MS supporting FANR Capability		C597			
14.19.1.1	DARP phase II Speech bearer tests / TCH/FS / DTS-1	Rel-7	MS supporting full rate speech and DARP phase II		C451			
14.19.2.1	DARP phase II Speech bearer tests / TCH/AFS / DTS-1	Rel-7	MS supporting AMR and DARP phase II		C453			
14.19.2.2	DARP phase II Speech bearer tests / TCH/AFS / DTS-2/5	Rel-7	MS supporting AMR and DARP phase II		C453			
14.19.3.1	DARP phase II Speech bearer tests / TCH/AHS / DTS-1	Rel-7	MS supporting AMR and DARP phase II		C454			
14.19.3.2	DARP phase II Speech bearer tests / TCH/AHS / DTS-2	Rel-7	MS supporting AMR and DARP phase II		C454			
14.20.1	TCH HS – VDTS-1, VDTS-2/3 and VDTS-4	Rel-9	MS supporting TCH/HS and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528-1	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.2	TCH EFS – VDTS-1, VDTS-2/3 and VDTS-4	Rel-9	MS supporting TCH/EFS and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528-2	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.3	TCH AFS – VDTS-1, VDTS-2/3 and VDTS-4	Rel-9	MS supporting TCH/AFS and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528-3	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.4	TCH AHS – VDTS-1,VDTS-2/3 and VDTS-4	Rel-9	MS supporting AMR Half Rate and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528-4	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.5	TCH WFS –VDTS-1, VDTS-2/3 and VDTS-4	Rel-9	MS supporting TCH WFS and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528-5	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.6	FACCH/F – VDTS-1	Rel-9	MS supporting VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.7	FACCH/H – VDTS-1	Rel-9	MS supporting half rate service and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3 		C528-6	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.8	SACCH – VDTS-1	Rel-9	MS supporting VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3		C528	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.9	Repeated FACCH/F – VDTS-1	Rel-9	MS supporting Repeated FACCH and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3 		C528-8	TSPC_VAMOS_Type1 TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.10	Repeated SACCH – VDTS-1	Rel-9	MS supporting Repeated SACCH and VAMOS Type 1, VAMOS Type 2 or VAMOS Type 3 		C528-7	TSPC_VAMOS_Type1 2TSPC_VAMOS_Type2 TSPC_VAMOS_Type3		
14.20.11	Downlink DTX TCH / AHS in VAMOS configuration	Rel-9	MS supporting VAMOS Type 2 or VAMOS Type 3		C553			
15.1	Timing advance and absolute delay	Phase 2	MS supporting CC protocol for at least one bearer capability		C43			
15.2	void							
15.3	void							
15.4	void							
15.5	void							
15.6	GPRS Timing advance and absolute delay	R97	All GPRS MS		C215			
15.7	ECSD Timing advance and absolute delay	R99	All ECSD MS		C214			
15.8	EGPRS Timing advance and absolute delay	R99	EGPRS MS capable of 8PSK in Uplink		C238			
15.9	Timing advance whilst in DTM	R99	All DTM/GPRS capable MS		C305	TSPC_DTM_GPRS_Multislot_Class_5 TSPC_DTM_GPRS_Multislot_Class_9		
16	Reception time tracking speed	Phase 2	All MS		A			
17.1	Intra cell channel change	Phase 2	MS supporting CC protocol for at least one bearer capability		C43			
17.2	Inter cell handover	Phase 2	MS supporting CC protocol for at least one bearer capability		C43			
18.1	Temporary reception gaps, single slot	Phase 2	MS which do not have an application layer always running which performs a normal release of the call due to loss of traffic		C1			
18.2	Temporary reception gaps in HSCSD multislot configurations	R98	HSCSD Multislot MS which do not have an application layer always running which performs a normal release of the call due to loss of traffic		C90			
19.1	Channel release after unrecoverable errors  1	Phase 2	MS which do not have an application layer always running which performs a normal release of the call due to loss of traffic		C1			
19.2	Channel release after unrecoverable errors - 2	Phase 2	MS which do not have an application layer always running which performs a normal release of the call due to loss of traffic		C1			
19.3	Channel release after unrecoverable errors - 3	Phase 2	MS which do not have an application layer always running which performs a normal release of the call due to loss of traffic		C1			
20.1	Cell selection	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.2	Cell selection with varying signal strength values	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.3	Basic cell reselection	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.4	Cell reselection using TEMPORARY_OFFSET, CELL_RESELECT_OFFSET, POWER_OFFSET and PENALTY_TIME parameters	Phase 2	All MS except those supporting GPRS operation mode class C only		C587	TSPC_Type_DCS_Class3		
20.5	Cell reselection using parameters transmitted in the System Information type 2bis, type 7 and type 8 messages	Phase 2	All MS except those supporting GPRS operation mode class C only. Test purpose 2 is only applicable to EGSM900 and DCS 1 800 MS. Test purpose 4 is only applicable to E-GSM MS		C587			
20.6	Cell reselection timings	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.7	Priority of cells	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.8	Cell reselection when C1 (serving cell) < 0 for 5 seconds	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.9	Running average of the surrounding cell BCCH carrier signal levels	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.10	Running average of the serving cell BCCH carrier signal level	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.11	Updating the list of six strongest neighbour carriers and decoding the BCCH information of a new carrier on the list	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.12	Decoding the BCCH information of the neighbour carriers on the list of six strongest neighbour carriers	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.13	Decoding the BSIC of the neighbour carriers on the list of six strongest neighbour carriers	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.14	Emergency calls	Phase 2	MS supporting speech		C52			
20.15	Cell reselection due to MS rejection \"LA not allowed\"	Phase 2	MS supporting speech		C52			
20.16	Downlink signalling failure	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.17	Cell selection if no suitable cell found in 10 s	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.18	Cell reselection due to MS rejection \"Roaming not allowed in this LA\"	Phase 2	All MS except those supporting GPRS operation mode class C only		C587			
20.19	Cell selection on release of SDCCH and TCH	Phase 2	MS supporting CC protocol for at least one Bearer Capability		C43			
20.20.1	Multiband cell selection and reselection/Cell selection	Phase 2	MS supporting simultaneous multiband operation except those supporting GPRS operation mode class C only		C588	TSPC_AddInfo_StoredListCellSel		
20.20.2	Multiband cell selection and reselection/Cell reselection	Phase 2	MS supporting simultaneous multiband operation except those supporting GPRS operation mode class C only		C588			
20.21.1	R-GSM or ER-GSM cell selection	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.2	R-GSM or ER-GSM cell selection with varying signal strength values		R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.3	R-GSM or ER-GSM basic cell reselection	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.4	R-GSM or ER-GSM cell reselection using TEMPORARY_OFFSET, CELL_RESELECT_OFFSET, POWER_OFFSET and PENALTY_TIME parameters	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.5	R-GSM or ER-GSM cell reselection using parameters transmitted in the System Information type 2bis, type 7 and type 8 messages	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.6	R-GSM or ER-GSM cell reselection timing	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.7	R-GSM or ER-GSM priority of cells	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.8	R-GSM or ER-GSM cell reselection when C1 (serving cell) < 0 for 5 seconds	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.9	R-GSM or ER-GSM running average of the surrounding cell BCCH carrier signal levels	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.10	R-GSM or ER-GSM running average of the serving cell BCCH carrier signal level	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.11	R-GSM or ER-GSM updating the list of six strongest neighbour carriers and decoding the BCCH information of a new carrier on the list	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.12	R-GSM or ER-GSM decoding the BCCH information of the neighbour carriers on the list of six strongest neighbour carriers	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.13	R-GSM or ER-GSM decoding the BSIC of the neighbour carriers on the list of six strongest neighbour carriers	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.14	R-GSM or ER-GSM emergency calls	R96	R-GSM MS supporting speech		C116			
20.21.15	R-GSM or ER-GSM cell reselection due to MS rejection \"LA not allowed\"	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.16	R-GSM or ER-GSM downlink signalling failure	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.17	R-GSM or ER-GSM cell selection if no suitable cell found in 10 s	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.18	R-GSM or ER-GSM cell reselection due to MS rejection \"Roaming not allowed in this LA\"	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.21.19	R-GSM or ER-GSM cell selection on release of SDCCH and TCH	R96	R-GSM MS except those supporting GPRS operation mode class C only		C589			
20.22.1	Void							
20.22.2	Void							
20.22.3	Void							
20.22.4	Void							
20.22.5	Void							
20.22.6	Void							
20.22.7	Void							
20.22.8	Cell selection when the best cell does not support GPRS	R97	All GPRS MS except those supporting GPRS operation mode class C only		 C590	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.9-1	Cell reselection when the best cell does not support GPRS	R97	All GPRS MS except those supporting GPRS operation mode class C only		 C590	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.9-2	Cell reselection when the best cell does not support GPRS	R97	All GPRS MS except those supporting GPRS operation mode class C only		 C590	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.10	Void							
20.22.11	Void							
20.22.12	Cell Selection on \"LA not allowed\"	R97	All GPRS MS supporting speech		C456	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.13	Void							
20.22.14	Void							
20.22.15	Cell Reselection/ ready state/no reselection	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.16	Cell Reselection/ ready state/ Reselection and Cell update procedure	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.17	C2 reselection in another RA - no cell reselection	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.18	C2 reselection in another Routing Area - Routing Area Update	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.19	Borders between routing areas - reselection of a GPRS cell in a homogenous network	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.20	Void							
20.22.21	Void							
20.22.22	Cell Reselection with cells in different Routing area 	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.23	Void							
20.22.24	Void							
20.22.25	Void							
20.22.26	Void							
20.22.28	Void							
20.22.29	Packet Measurement order procedure / Downlink transfer / Normal case/ 3G cell reselection dedicated parameters	R99	MS supporting both GPRS and UTRAN		C324	TSPC_AddInfo_on_auto_GPRS_AP, TSPC_Type_UTRAN FDD, TSPC_Type_UTRAN TDD		
20.22.29a	Packet Measurement order procedure / Downlink transfer / Normal case/ 3G cell reselection dedicated parameters with GEA2 and UEA2 ciphering	Rel-7	MS supporting both GPRS and UTRAN		C483	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.29b	Packet Measurement order procedure / Downlink transfer / Normal case/ 3G cell reselection dedicated parameters with GEA3 and UEA2 ciphering	Rel-7	MS supporting both GPRS and UTRAN		C483	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.29c	Packet Measurement order procedure / Downlink transfer / Normal case/ 3G cell reselection dedicated parameters with GEA4 and UEA2 ciphering	Rel-9	MS supporting both GPRS and UTRAN and GEA4 and UEA2		C485	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.30.1	Cell Reselection/usage of BA(GPRS)	R99	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.30.2	Cell Reselection / usage of BA(GPRS) / Change of BA(GPRS)	R99	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.30.3	Cell Reselection/usage of BA(GPRS)/ Measurement on first 32 entries	R99	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.31.1	Network controlled cell reselection / Downlink transfer / Normal case/ Location and Routing Area Update/ NMO I	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.31.2	Network controlled cell reselection / Downlink transfer / Normal case/ Location and Routing Area Update/ NMO II	R97	All GPRS MS		C215	TSPC_AddInfo_on_auto_GPRS_AP		
20.22.32.1	PEO Reduced Monitoring – Reselection based on C1_DELTA	Rel-13	MS supporting PEO		C621			
20.22.32.2	PEO Reduced Monitoring – Downlink signalling Failure based on PEO_DSC	Rel-13	MS supporting PEO		C621			
20.22.32.3	PEO Reduced Monitoring – Reselection based on RCC change	Rel-13	MS supporting PEO		C621			
20.22.33.1	EC-GSM-IoT Reduced Monitoring – Cell selection	Rel-13	MS supporting EC-GSM-IoT		C614			
20.22.33.2	EC-GSM-IoT Reduced Monitoring – Reselection based on C1_DELTA and Downlink Signalling Failure	Rel-13	MS supporting EC-GSM-IoT		C614			
20.23.1	Void							
20.23.2	Void							
20.23.3	Void							
20.23.4	Void							
20.23.5	Void							
20.23.6	Void							
20.23.7	Void							
20.23.8	Void							
20.23.9	Void							
20.24.1	SoLSA Cell Selection suitable cell 	R99	All SoLSA MS		C207			
20.24.2	SoLSA Cell (Re)Selection emergency call	R99	All SoLSA MS		C207			
20.24.3	SoLSA Cell Reselection/idle mode support enabled 	R99	All SoLSA MS		C207			
20.24.4	SoLSA Cell Reselection/idle mode support any	R99	All SoLSA MS		C207			
20.24.5	SoLSA Cell Reselection/LSA indication for idle mode	R99	All SoLSA MS		C207			
20.25.2	Intersystem Cell Reselection/Idle Mode/FDD_Qmin	R99	MS supporting both GSM and UTRAN		C289			
20.25.3	Intersystem Cell Reselection/Idle Mode/FDD_Qoffset	R99	MS supporting both GSM and UTRAN		C289			
20.25.3a	Intersystem Cell Reselection/Idle Mode/TDD_Qoffset (1.28Mcps TDD)	R99	MS supporting both GSM and UTRAN TDD		C491			
20.25.4	Intersystem Cell Reselection/Idle Mode/Qsearch_I	R99	MS supporting both GSM and UTRAN		C289	TSPC_Type_UTRAN FDD, TSPC_Type_UTRAN TDD		
20.25.5	Intersystem Cell Reselection / Idle Mode / High Priority	Rel-8	MS supporting both GSM and UTRAN and Priority Reselection		C562			
20.25.6	Intersystem Cell Reselection / Idle Mode / Low Priority	Rel-8	MS supporting both GSM and UTRAN and Priority Reselection		C562			
20.25.7	Intersystem Cell Reselection / Idle Mode / H_PRIO	Rel-8	MS supporting both GSM and UTRAN and Priority Reselection		C562			
20.26	Decoding of BCCH including information for UTRAN TDD cells	Phase 2	All MS		A			
21.1	Signal strength	Phase 2	All MS		A	TSPC_operation_mode_C		
21.2	Signal strength selectivity	Phase 2	All MS		A	TSPC_operation_mode_C		
21.3.1	Signal quality under static conditions - TCH/FS	Phase 2	MS supporting full rate speech	R9	C24			
21.3.2	Signal quality under static conditions - TCH/HS	Phase 2	MS supporting half rate speech	R10	C13			
21.3.3	Signal quality under static conditions -TCH/AFS – DTX off	R98	MS supporting AMR		C203			
21.3.4	Signal quality under static conditions -TCH/AHS – DTX off	R98	MS supporting AMR Half Rate		C319			
21.3.5	Signal quality under static conditions -TCH/AFS – DTX on	R98	MS supporting AMR		C203			
21.3.6	Signal quality under static conditions -TCH/AHS – DTX on	R98	MS supporting AMR Half Rate		C319			
21.4.1	Signal quality under TUhigh propagation conditions	Phase 2	All MS supporting speech	R11	C52			
21.4.2	Signal quality under TUhigh propagation conditions -TCH/AFS	R98	MS supporting AMR		C203			
21.4.3	Signal quality under TUhigh propagation conditions -TCH/AHS	R98	MS supporting AMR Half Rate		C319			
21.4.4	Signal Quality Under TU High Propagation Conditions O-TCH/WFS	Rel-5	MS supporting WB-AMR		C366			
21.8	GMSK_MEAN_BEP Measurement for PDTCH	R99	MS supporting EGPRS		C216			
21.9	8PSK_MEAN_BEP Measurement for PDTCH	R99	MS supporting EGPRS		C216			
21.10.1.1	1,28Mcps TDD / P-CCPCH RSCP Measurement accuracy in AWGN propagation condition	Rel-8	MS supporting both GSM and UTRAN TDD		C504			
